,titulo,enlace,ubicacion,zona,precio_publicado,precio_pesos,terreno_m2,construidos_m2,cuartos,banos,estacionamiento,contacto
95,"Departamento en Cancun de 3 Recamaras, en Bay View Grand, Zona de Lujo.",https://www.inmuebles24.com/propiedades/departamento-en-cancun-de-3-recamaras-en-bay-view-55425072.html,"cancun, quintana roo, ,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 1,100,000",20394000.0,285,285,3,,,55425072
96,Departamento Oportunidad Venta Bay View Grand Cancun,https://www.inmuebles24.com/propiedades/departamento-oportunidad-venta-bay-view-grand-cancun-57006896.html,"Departamento Venta BAY View Grand Cancun  3 Recamaras,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 765,000",14183100.0,240,240,3,,2,57006896
97,"Venta de Departamento Naima, Zona Hotelera, Cancún.",https://www.inmuebles24.com/propiedades/venta-de-departamento-naima-zona-hotelera-cancun.-56763289.html,"Venta de Departamento Naima, Zona Hotelera, Cancún.,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 1,895,989",35151636.059999995,,,4,,4,56763289
98,Departamento en Isla Dorada Venta Oportunidad,https://www.inmuebles24.com/propiedades/departamento-en-isla-dorada-venta-oportunidad-56762244.html,"Departamento en Venta en Isla Dorada, Cancun Q. Roo.,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 350,000",6489000.0,189,189,4,,3,56762244
99,Exclusivos y Lujosos Departamentos en Pto Cancun. Allure,https://www.inmuebles24.com/propiedades/exclusivos-y-lujosos-departamentos-en-pto-cancun.-52836729.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 9,151,135",9151135.0,153,153,2,,2,52836729
100,Departamento en Venta en Cancun Zona Hotelera/pok Ta Pok,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-cancun-zona-hotelera-pok-ta-56990553.html,"Departamento EN Venta EN Cancun Zona Hotelera/pok TA POK,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 325,000",6025500.0,142,,2,,2,56990553
101,Departamento Zona Hotelera Cancun Bay View Grand Piso Alto Venta,https://www.inmuebles24.com/propiedades/departamento-zona-hotelera-cancun-bay-view-grand-piso-56621415.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 700,000",12978000.0,180,180,3,,1,56621415
102,Departamento en Marina Condos Puerto Cancún,https://www.inmuebles24.com/propiedades/departamento-en-marina-condos-puerto-cancun-55689353.html,"Puerto Cancún,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 6,250,000",6250000.0,141,141,2,,2,55689353
103,Hermoso Departamento en Isla Paraiso en Venta/renta,https://www.inmuebles24.com/propiedades/hermoso-departamento-en-isla-paraiso-en-venta-renta-56317006.html,"Isla Paraiso , Isla Dorada Zona Hotelera,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 7,100,000",7100000.0,209,209,3,,2,56317006
104,Departamento en Venta en Cancun/zona Hotelera/villas Marlin,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-cancun-zona-hotelera-villas-57341312.html,"Departamento en Venta en Cancun/zona Hotelera/villas Marlin,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 305,000",5654700.0,,,2,,1,57341312
105,Puerto Cancun Preventa Shark Tower Padrísimos Departamentos Vista Mar,https://www.inmuebles24.com/propiedades/puerto-cancun-preventa-shark-tower-padrisimos-53503675.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 470,000",8713800.0,,,0,,,53503675
106,"Departamento en Preventa Frente Al Mar, Harbour Beach",https://www.inmuebles24.com/propiedades/departamento-en-preventa-frente-al-mar-harbour-beach-53200610.html,"novo cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 818,388",15172913.52,179,179,3,,2,53200610
107,"Condominio de Lujo Frente a La Playa, Ubicado en La Zona Mas Exclusiva de Cancun",https://www.inmuebles24.com/propiedades/condominio-de-lujo-frente-a-la-playa-ubicado-en-la-55814486.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 633,125",11738137.5,143,143,2,,,55814486
108,"Estrene Departamento en Marina Condos & Canal Homes, Puerto Cancun, 2 Recámaras",https://www.inmuebles24.com/propiedades/estrene-departamento-en-marina-condos-canal-homes-56316855.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 7,450,000",7450000.0,141,141,2,,2,56316855
109,Bay View Grand (G),https://www.inmuebles24.com/propiedades/bay-view-grand-g-57223473.html,"Departamento EN Venta EN BAY View Grand,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 845,000",15666300.0,,,3,,2,57223473
110,"En Venta Residencial Las Olas, Exclusivo Frente Al Mar",https://www.inmuebles24.com/propiedades/en-venta-residencial-las-olas-exclusivo-frente-al-mar-55009158.html,"Bulevard kukulkan,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 2,300,000",42642000.0,349,349,4,,,55009158
111,Vendo Departamento Pok Ta Pok - Zona Hotelera Cancun,https://www.inmuebles24.com/propiedades/vendo-departamento-pok-ta-pok-zona-hotelera-cancun-55990742.html,"Vendo Departamento POK TA Pok-zona Hotelera Cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 6,600,000",6600000.0,147,147,2,,2,55990742
112,Depto Sky Residences Puerto Cancun 4 Rec 4.5 Baños Piso Alto Sin Muebles 265 m²,https://www.inmuebles24.com/propiedades/depto-sky-residences-puerto-cancun-4-rec-4.5-banos-53470534.html,"Puerto Cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 10,500,000",10500000.0,265,265,4,,2,53470534
113,Departamento en Venta Punta Dorada Cancún,https://www.inmuebles24.com/propiedades/departamento-en-venta-punta-dorada-cancun-56763281.html,"Departamento en Venta Punta Dorada Cancún,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 350,000",6489000.0,,,3,,2,56763281
114,Lujoso Departamento en Puerto Cancun,https://www.inmuebles24.com/propiedades/lujoso-departamento-en-puerto-cancun-57160502.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 13,641,008",13641008.0,248,248,3,,2,57160502
115,Penthouse Zona Turistica Venta,https://www.inmuebles24.com/propiedades/penthouse-zona-turistica-venta-53650981.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 350,000",6489000.0,170,170,2,,2,53650981
116,Venta de Penthouse en Zona Hotelera Cancún con Vista Al Mar.,https://www.inmuebles24.com/propiedades/venta-de-penthouse-en-zona-hotelera-cancun-con-vista-56414749.html,"Codominio Brisas ,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 325,000",6025500.0,1,1,3,,1,56414749
117,"Departamento en Zona Residencial de Lujo en Cancun, Frente Al Mar.",https://www.inmuebles24.com/propiedades/departamento-en-zona-residencial-de-lujo-en-cancun-55663694.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 285,000",5283900.0,159,159,1,,,55663694
118,Departamento Isla Dorada,https://www.inmuebles24.com/propiedades/departamento-isla-dorada-57157908.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 360,000",6674400.0,202,202,3,,2,57157908
119,Penthouse Maralago Cancun,https://www.inmuebles24.com/propiedades/penthouse-maralago-cancun-54737755.html,"Maralago,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 1,200,000",22248000.0,330,330,4,,2,54737755
120,Magnífico Departamento en Venta en Isla Dorada Cancún C2611,https://www.inmuebles24.com/propiedades/magnifico-departamento-en-venta-en-isla-dorada-cancun-57179381.html,"Privada Isla Brujas 18-04-03 Lote 18 Mz52-AIsla Dorada Cancún Quintana Roo lote 18 Mz.52-A Isla Dorada,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 393,000",7286220.0,216,216,3,,2,57179381
121,Excelente Oportunidad - Departamento Marina Condos Puerto Cancun,https://www.inmuebles24.com/propiedades/excelente-oportunidad-departamento-marina-condos-56993130.html,"PUERTO CANCUN,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 6,300,000",6300000.0,100,100,2,,2,56993130
122,Expectacular Departamento Lahia Zona Hotelera en Venta y Renta,https://www.inmuebles24.com/propiedades/expectacular-departamento-lahia-zona-hotelera-en-venta-53200049.html,"Zona Hotelera,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 1,300,000",24102000.0,232,232,3,,2,53200049
123,Departamento con Vista a La Laguna Nichupte,https://www.inmuebles24.com/propiedades/departamento-con-vista-a-la-laguna-nichupte-56055433.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 929,000",17223660.0,340,340,4,,1,56055433
124,Departamento 3 Recamaras de Gran Lujo Ocean Front Piso Alto,https://www.inmuebles24.com/propiedades/departamento-3-recamaras-de-gran-lujo-ocean-front-piso-55565631.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 44,850,000",44850000.0,286,286,3,,2,55565631
125,Cancun Towers Torre III,https://www.inmuebles24.com/propiedades/cancun-towers-torre-iii-55785451.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 6,350,000",6350000.0,183,1,2,,2,55785451
126,Departamento en Marea Puerto Cancun,https://www.inmuebles24.com/propiedades/departamento-en-marea-puerto-cancun-56055220.html,"AV BONAMPAK,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 5,500,000",5500000.0,116,116,1,,1,56055220
127,"Marea, Puerto Cancún | Elite Residences",https://www.inmuebles24.com/propiedades/marea-puerto-cancun-elite-residences-55734218.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 15,693,000",15693000.0,290,290,3,,4,55734218
128,Departamento - Zona Hotelera,https://www.inmuebles24.com/propiedades/departamento-zona-hotelera-56858228.html,"Zona Hotelera  Emerald Residential,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 2,000,000",37080000.0,380,380,4,,2,56858228
129,"Departamento en Venta Casa Maya, Zona Hotelera Cancún.",https://www.inmuebles24.com/propiedades/departamento-en-venta-casa-maya-zona-hotelera-cancun.-56804509.html,"Departamento en Venta Casa Maya, Zona Hotelera Cancún.,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 420,000",7786800.0,,,2,,,56804509
130,Departamentos en Venta en Cancun Zona Hotelera,https://www.inmuebles24.com/propiedades/departamentos-en-venta-en-cancun-zona-hotelera-57366501.html,"Departamento en Venta en Cancun Zona Hotelera,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 3,500,000",3500000.0,,,2,,,57366501
131,Departamento en Venta en Puerto Cancún,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-puerto-cancun-53905707.html,"Avenida Bonampak,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 465,000",8621100.0,230,214,0,,2,53905707
132,Departamento - Zona Hotelera,https://www.inmuebles24.com/propiedades/departamento-zona-hotelera-57114947.html,"Be Towers Puerto Cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 6,477,120",6477120.0,,,2,,,57114947
133,Departamento Nuevo Puerto Cancun Aria Piso Alto,https://www.inmuebles24.com/propiedades/departamento-nuevo-puerto-cancun-aria-piso-alto-56606744.html,"ARIA PUERTO CANCUN,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 15,500,000",15500000.0,264,264,3,,2,56606744
134,Proyecto de 62 Departamentos Inconclusos Cerca de Punta Cancún,https://www.inmuebles24.com/propiedades/proyecto-de-62-departamentos-inconclusos-cerca-de-56529885.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 51,300,000",51300000.0,16351,16351,0,,,56529885
135,Departamento en Venta Puerto Cancun,https://www.inmuebles24.com/propiedades/departamento-en-venta-puerto-cancun-54505620.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 9,500,000",9500000.0,134,134,1,,2,54505620
136,Departamento en Venta en Puerto Cancun,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-puerto-cancun-54778476.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 12,000,000",12000000.0,300,300,3,,3,54778476
137,Preventa Puerto Cancun Shark Tower Departamentos Plusvalía,https://www.inmuebles24.com/propiedades/preventa-puerto-cancun-shark-tower-departamentos-52452049.html,"Puerto Cancún,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 469,104",8697188.16,1000,1000,0,,2,52452049
138,Las Olas Cancún Departamento 3 Recamaras de Lujo en Cancún Ocean Front,https://www.inmuebles24.com/propiedades/las-olas-cancun-departamento-3-recamaras-de-lujo-en-55063019.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 2,100,000",38934000.0,310,310,3,,2,55063019
139,Departamento en Venta Portofino Zh Frente Al Mar,https://www.inmuebles24.com/propiedades/departamento-en-venta-portofino-zh-frente-al-mar-54841339.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 1,300,000",24102000.0,309,309,4,,2,54841339
140,"Departamento en Venta Cancún, Isla Náutica.",https://www.inmuebles24.com/propiedades/departamento-en-venta-cancun-isla-nautica.-56763282.html,"Departamento en Venta Cancún, Isla Náutica.,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 849,000",15740460.0,,,3,,2,56763282
141,"Departamento en Venta Isla Náutica, Cancún Zona Hotelera.",https://www.inmuebles24.com/propiedades/departamento-en-venta-isla-nautica-cancun-zona-56763295.html,"Departamento en Venta Isla Náutica, Cancún Zona Hotelera.,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 849,000",15740460.0,,,3,,2,56763295
142,Isla Bonita en Pok Ta Pok. Zh. Bonito Departamento en Venta de 2 Recámaras con Super Vista a La Lag,https://www.inmuebles24.com/propiedades/isla-bonita-en-pok-ta-pok.-zh.-bonito-departamento-en-56552361.html,"Isla Bonita, en Pok Ta Pok. ZH. Bonito  Departamento. en Venta de 2 Recámaras con Super Vista a la Laguna. Cancún Quintana Roo,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 5,950,000",5950000.0,10000,144,2,,2,56552361
143,Casa en Venta en Cancun Zona Hotelera Póktapok 2 Casas Juntas,https://www.inmuebles24.com/propiedades/casa-en-venta-en-cancun-zona-hotelera-poktapok-2-casas-56350036.html,"Casa EN Venta EN Cancun Zona Hotelera Póktapok 2 Casas Juntas,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 1,895,000",1895000.0,1350,138,8,,,56350036
144,Departamento Venta Yalmakan Zona Hotelera Cancun 2 Recamaras,https://www.inmuebles24.com/propiedades/departamento-venta-yalmakan-zona-hotelera-cancun-2-55921194.html,"Departamento Venta Yalmakan Zona Hotelera Cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 485,000",8991900.0,120,120,2,,,55921194
145,Departamentos en Venta Residencial La Amada,https://www.inmuebles24.com/propiedades/departamentos-en-venta-residencial-la-amada-55566508.html,"PLAYA MUJERES,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 589,000",10920060.0,177,177,1,,2,55566508
146,Frente Al Mar Venta Zona Hotelera Cancun Bay View Grand 3 Recamaras Piso Alto,https://www.inmuebles24.com/propiedades/frente-al-mar-venta-zona-hotelera-cancun-bay-view-51857855.html,"Zona Hotelera,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 700,000",12978000.0,10000,180,3,,2,51857855
147,Departamento Amueblado en Isla Dorada,https://www.inmuebles24.com/propiedades/departamento-amueblado-en-isla-dorada-55526060.html,"Isla Dorada,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 11,500,000",11500000.0,238,238,3,,2,55526060
148,Grandioso Departamento en La Playa de Cancun,https://www.inmuebles24.com/propiedades/grandioso-departamento-en-la-playa-de-cancun-54119604.html,"Blvd Kukulcan KM 9.5,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 849,000",15740460.0,220,220,3,,2,54119604
149,Departamento en Venta en Cancún Zona Hotelera,https://www.inmuebles24.com/propiedades/departamento-en-venta-en-cancun-zona-hotelera-57311899.html,"Departamento en Venta en Cancun  Zona Hotelera,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 775,000",14368500.0,,,4,,,57311899
150,Departamento en Venta Cancún en Isla Náutica Zona Hotelera,https://www.inmuebles24.com/propiedades/departamento-en-venta-cancun-en-isla-nautica-zona-56763294.html,"Departamento en Venta Cancún en Isla Náutica Zona Hotelera,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 849,000",15740460.0,,,4,,2,56763294
151,Penthouse Equipado en Villas Xik - Nal El Table,https://www.inmuebles24.com/propiedades/penthouse-equipado-en-villas-xik-nal-el-table-55516315.html,"Villas Xik-Nal,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 7,200,000",7200000.0,200,200,4,,2,55516315
152,Departamento - Zona Hotelera,https://www.inmuebles24.com/propiedades/departamento-zona-hotelera-57055467.html,"Penthouse Oleo Cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 700,000",12978000.0,,,3,,,57055467
153,Penthouse con Vistas Panorámicas y Amenidades de Lujo en Puerto Cancun,https://www.inmuebles24.com/propiedades/penthouse-con-vistas-panoramicas-y-amenidades-de-lujo-57211175.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 44,850,000",44850000.0,714,714,4,,,57211175
154,Sensacional Pent House en Cancun Zona Hotelera,https://www.inmuebles24.com/propiedades/sensacional-pent-house-en-cancun-zona-hotelera-54119210.html,"Blvd Kukulcan KM 9.5,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 2,500,000",46350000.0,530,420,4,,2,54119210
155,Departamento - Zona Hotelera,https://www.inmuebles24.com/propiedades/departamento-zona-hotelera-57153766.html,"Departamento en Venta con Vista al Mar Lahia, Zona Hotelera Cancùn. Precio Negociable,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 2,099,997",38933944.379999995,270,292,3,,2,57153766
156,Sky Departamento en Venta Vista Espectacular,https://www.inmuebles24.com/propiedades/sky-departamento-en-venta-vista-espectacular-57055020.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","MN 7,900,000",7900000.0,186,186,3,,2,57055020
157,Departamento Isla Dorada Cancun,https://www.inmuebles24.com/propiedades/departamento-isla-dorada-cancun-53430616.html,"Boulevard Kukulcan km 12, Zona Hotelera, 77500 Cancún, Q.R.,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 325,000",6025500.0,210,210,4,,2,53430616
158,Departamento - Porto Fino Zona Hotelera - Piso18,https://www.inmuebles24.com/propiedades/departamento-porto-fino-zona-hotelera-piso18-56055658.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 1,150,000",21321000.0,309,309,3,,2,56055658
159,"Departamento en Venta en Isla Dorada, Cancún",https://www.inmuebles24.com/propiedades/departamento-en-venta-en-isla-dorada-cancun-53861865.html," Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 650,000",12051000.0,250,250,0,,2,53861865
160,"Departamento en Cancun de 2 Recamaras, con Excelentes Amenidades.",https://www.inmuebles24.com/propiedades/departamento-en-cancun-de-2-recamaras-con-excelentes-55630113.html,"cancun,  Zona Hotelera, Cancún","Zona Hotelera, Cancún","USD 156,966",2910149.6399999997,95,95,2,,,55630113
